,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
28,0.0053365649365952166,2.6257655917752123,-2.3462848121123323,-0.774748267569905,1.3497950272101344,-1.0208363353279815,-1.5264485679929651,0.9425860743102581,1.6272766167325643,0.24098341501040507,-0.9269502314343766,1,0
29,0.6724151115280188,2.180752149762763,-2.3462848121123323,-0.7532415501492187,1.4448318579384174,-1.3873620879076378,-1.875849231717137,0.6632376053001998,1.045007432927283,0.5553027857066327,-0.592487382896864,1,0
30,-0.37585117597278905,2.386142969153125,-1.8212671076369094,-0.6672146804664737,1.777460765487428,-0.8375734590381534,-0.6621416629910661,0.45372625354268525,0.8509177049921911,0.16240357233634795,-0.3416402464937306,1,0
31,-0.1852573055180965,2.4546065756165785,-2.3462848121123323,-0.6457079630457875,2.5377554113137277,-0.53213533188844,-1.4896695507588418,0.7330747225527434,1.5625800407541985,0.39814310035851846,0.07643831417815981,1,0
32,1.1488997876647506,2.249215756226217,-1.446254461583036,-0.68872139788716,1.492350273302566,-0.9597487098980388,-0.09206689586215414,0.7330747225527434,-0.31362066261836863,1.1053616844250327,-0.592487382896864,1,0
33,-0.1852573055180965,1.9068977239089477,-1.446254461583036,1.117842865450485,1.017166119661128,0.5674419258505287,-0.6437521543740045,1.6758758054616367,1.4978834647758354,0.005243886988233683,-0.9269502314343766,1,0
34,-1.805305204382982,-0.04431506029948466,-0.47122158184296503,-0.7962549849905912,2.4427185805854403,-1.0819239607579243,-1.2506059387370398,0.4188076949164328,1.045007432927283,0.24098341501040507,-1.0941816557031336,1,0
35,0.6724151115280188,2.180752149762763,-2.3462848121123323,-0.0005064404251999088,1.6349055193949966,-1.570624964197466,-1.8390702144830136,1.4314458950778697,1.1744005848840118,0.24098341501040507,-0.759718807165621,1,0
36,0.6724151115280188,1.872665920677221,-1.2962494031614864,-0.6672146804664737,1.6349055193949966,-1.6928002150573513,-1.8942387403341987,1.047341750189054,1.3037937368407406,0.6338826283806899,0.24366973844691686,1,0
37,0.9583059172100572,0.366466578481238,-0.2462139942106408,-0.7317348327285325,0.6845372121121222,-1.0819239607579243,-1.6183961110782734,0.8029118398052484,0.07455879325181794,1.6554205831434317,-0.6761030950312432,1,0
39,0.1959304353912878,0.8457118237254144,0.35380623947555634,0.08552042925754517,1.0646845350252718,-1.143011586187867,-0.5701941199057577,1.1520974260678114,0.7215245530354623,2.4412190098840023,-0.007177397956217968,1,0
40,0.1959304353912878,0.8457118237254144,0.35380623947555634,0.08552042925754517,1.0646845350252718,-1.143011586187867,-0.5701941199057577,1.1520974260678114,0.7215245530354623,2.4412190098840023,-0.007177397956217968,1,0
41,1.6253844638014816,1.9411295271406748,-0.09620893578909172,-0.5811878107837287,1.7299423501232842,-0.8375734590381534,-1.3241639732052866,1.0822603088153067,0.2686485211869098,-0.07333595568582345,-1.0105659435687544,0,0
44,-0.2805542407454432,2.351911165921398,-2.1962797536907828,-0.7962549849905912,-0.07575743371417776,-1.570624964197466,-1.9677967748024454,0.593400488047695,1.6919731927109274,0.005243886988233683,-0.8433345192999988,1,0
47,1.530087528574134,-0.24970587968984617,1.5538467068479516,-0.8392684198319638,2.917902734226878,-1.143011586187867,-1.4896695507588418,0.8378303984315008,0.20395194520854681,0.4767229430325756,-0.8433345192999988,1,0
48,-0.6617419816548274,0.5033937914081457,-0.6212266402645144,-0.8392684198319638,0.6845372121121222,-1.570624964197466,-1.9494072661853836,0.45372625354268525,0.7862211290138252,0.3195632576844622,-1.0941816557031336,1,0
49,-1.4241174634735978,-0.1127786667629385,0.4288087686863311,-0.8822818546733363,1.0646845350252718,-1.143011586187867,-0.4046885423522027,0.31405201903763674,0.6568279770570964,0.4767229430325756,-1.0941816557031336,1,0
50,1.6253844638014816,2.2834475594579438,-0.3962190526321903,-0.8177617024112774,1.0646845350252718,-1.6317125896274085,-1.7471226713977053,0.9076675156840056,-0.44301381457509753,1.7340004258174888,-1.0941816557031336,1,0
51,-0.4711481112001358,1.3249570689695909,-2.0462746952692337,-0.7102281153078461,0.8270924582045536,-1.3873620879076378,-1.8942387403341987,0.3838891362901804,1.1744005848840118,0.8696221564028612,-0.9269502314343766,1,0
52,-0.4711481112001358,1.1880298560426832,-2.0462746952692337,-0.7317348327285325,0.7795740428404098,-1.509537338767523,-1.9126282489512603,0.34897057766392797,1.109704008905649,0.9482019990769184,-0.9269502314343766,1,0
53,1.4347905933467882,0.366466578481238,0.35380623947555634,-0.5381743759423562,1.3973134425742784,-0.04343432844889832,0.01827015584021593,0.8727489570577532,-0.11953093468327392,0.3195632576844622,-0.9269502314343766,1,0
54,0.4818212410733262,1.256493462506137,-1.2212468739507119,-0.5811878107837287,2.7753474881344466,0.13982854784092977,-0.8276472405446212,0.34897057766392797,-0.31362066261836863,0.8696221564028612,-0.2580245343593528,1,0
55,0.5771181763006729,2.0095931336041284,-2.0462746952692337,-0.3661206365768662,1.5398686886667097,-0.34887245559861185,-1.3425534818223483,1.1520974260678114,0.7862211290138252,0.08382372966229082,-0.8433345192999988,1,0
56,2.959541556984327,0.6403210043350529,1.9288593529018243,-0.4521475062596112,0.8746108735686973,-1.6317125896274085,-1.986186283419507,0.9076675156840056,-1.1546761503371048,0.8696221564028612,-0.759718807165621,1,0
57,0.38652430584598035,2.0780567400675825,-1.446254461583036,-0.08653331010794499,2.822865903498591,1.1783181801499556,-0.14723542171333917,1.3266902191990735,0.2686485211869098,1.9697399538396603,-0.9269502314343766,1,0
58,0.6724151115280188,1.804202314213767,-0.9962392863183879,-0.68872139788716,1.1597213657535594,-0.8375734590381534,-1.1770479042687931,1.047341750189054,1.3684903128191066,0.5553027857066327,-0.4252559586281084,1,0
59,0.1959304353912878,0.4349301849446918,-0.021206406578316975,-0.6672146804664737,1.0646845350252718,-1.326274462477695,-1.3241639732052866,0.593400488047695,1.2390971608623778,0.16240357233634795,-0.9269502314343766,1,0
60,1.6253844638014816,0.5033937914081457,0.6538163563186553,-0.7102281153078461,1.3022766118459908,-0.715398208178268,-1.2138269215029165,1.2219345433203164,1.4331868887974695,0.9482019990769184,-1.0941816557031336,1,0
61,0.5771181763006729,2.4888383788483046,1.3288391192156273,-0.7962549849905912,3.012939564955166,-0.6543105827483253,-0.11045640447921581,0.8029118398052484,-0.05483435870491092,1.4982608977953173,-1.0105659435687544,1,0
62,0.38652430584598035,1.3249570689695909,-1.146244344739937,-0.774748267569905,1.5873871040308534,-1.143011586187867,-1.5264485679929651,0.8029118398052484,1.045007432927283,0.7910423137288041,-0.8433345192999988,1,0
63,-0.08996037029075064,2.796924607933847,-1.9712721660584587,-0.7532415501492187,1.3973134425742784,-1.0819239607579243,-1.1770479042687931,0.7330747225527434,1.109704008905649,0.39814310035851846,-0.592487382896864,1,0
64,0.10063350016394192,2.728461001470393,-1.9712721660584587,-0.18331353850103296,1.6349055193949966,-1.6317125896274085,-1.9677967748024454,0.593400488047695,1.2390971608623778,-1.016294067774508,0.32728545058129466,1,0
65,0.10063350016394192,2.728461001470393,-1.9712721660584587,-0.18331353850103296,1.6349055193949966,-1.6317125896274085,-1.9677967748024454,0.593400488047695,1.2390971608623778,-1.016294067774508,0.32728545058129466,1,0
66,0.38652430584598035,1.3249570689695909,-1.5212569907938107,-0.86077513725265,1.3022766118459908,-1.2040992116178095,-1.4528905335247184,0.8029118398052484,1.3037937368407406,0.4767229430325756,-0.759718807165621,1,0
67,-0.4711481112001358,2.5915337885434853,-1.8212671076369094,-0.8392684198319638,1.1597213657535594,-1.509537338767523,-1.8942387403341987,0.593400488047695,1.4331868887974695,0.4767229430325756,0.1600540263125376,1,0
68,2.101869139938213,-0.04431506029948466,1.9288593529018243,-0.7532415501492187,1.0646845350252718,-0.22669720473872643,-0.9747633094811147,0.8378303984315008,0.39804167314363864,2.1268996391877746,0.1600540263125376,1,0
69,0.8630089819827114,2.5915337885434853,-1.9712721660584587,-0.774748267569905,1.0646845350252718,-1.3873620879076378,-1.820680705865952,0.593400488047695,0.7862211290138252,3.384177121972687,-0.007177397956217968,1,0
70,0.5771181763006729,2.0780567400675825,-1.7462645784261346,-0.774748267569905,1.1597213657535594,-0.9597487098980388,-1.6735646369294586,0.7679932811789959,0.6568279770570964,0.16240357233634795,-0.8433345192999988,1,0
71,0.5771181763006729,2.351911165921398,-0.6212266402645144,-0.7317348327285325,1.7299423501232842,-0.8375734590381534,-0.4046885423522027,0.593400488047695,0.6568279770570964,-0.3090754837079948,-0.8433345192999988,1,0
72,0.5771181763006729,2.4888383788483046,-0.6962291694752891,-0.774748267569905,1.5398686886667097,-0.7764858336082108,-0.44146755958632605,0.5584819294214426,0.5921314010787334,-0.3090754837079948,-0.8433345192999988,1,0
73,1.1488997876647506,2.386142969153125,-0.3962190526321903,-0.7317348327285325,1.5398686886667097,-1.2040992116178095,-1.3793324990564717,1.0822603088153067,0.5921314010787334,0.08382372966229082,-1.0941816557031336,0,0
74,2.483056880847596,-0.04431506029948466,1.7038517652695009,-0.6457079630457875,2.015052842308147,-0.16560957930878373,-0.6437521543740045,1.361608777825326,0.39804167314363864,2.362639167209945,-0.759718807165621,1,0
75,1.6253844638014816,0.5718573978715992,2.4538770573772477,-0.7102281153078461,1.9675344269440032,-1.326274462477695,-1.3977220076735333,1.4314458950778697,2.0801526485811137,1.1053616844250327,-0.007177397956217968,1,0
76,1.6253844638014816,0.5718573978715992,2.4538770573772477,-0.7102281153078461,1.9675344269440032,-1.326274462477695,-1.3977220076735333,1.4314458950778697,2.0801526485811137,1.1053616844250327,-0.007177397956217968,1,0
77,-0.2805542407454432,3.139242640251116,-2.3462848121123323,-0.6672146804664737,2.490236995949584,-1.0208363353279815,-1.6183961110782734,0.7330747225527434,1.950759496624385,0.24098341501040507,0.1600540263125376,1,0
78,-0.37585117597278905,2.8996200176290277,-1.446254461583036,-0.7532415501492187,1.6349055193949966,-1.143011586187867,-0.6989206802251895,0.45372625354268525,1.045007432927283,0.005243886988233683,-0.3416402464937306,1,0
80,-0.85233585210952,0.8457118237254144,-0.8462342278968383,-0.8392684198319638,0.8270924582045536,-1.6928002150573513,-1.8942387403341987,0.45372625354268525,1.2390971608623778,0.3195632576844622,-1.0941816557031336,1,0
82,0.29122737061863446,1.1880298560426832,1.1788340607940777,-0.7532415501492187,1.6349055193949966,-0.5932229573183826,-0.8276472405446212,0.8727489570577532,0.9156142809705541,0.39814310035851846,-1.1777973678375113,1,0
84,-0.7570389168821742,-0.18124227322639233,1.2538365900048525,-0.7962549849905912,0.8270924582045536,-0.7764858336082108,-1.0483213439493615,0.4886448121689377,1.4331868887974695,2.0483197965137174,-0.17440882222497353,1,0
85,-0.1852573055180965,1.5303478883599524,-1.2212468739507119,-0.7102281153078461,1.1597213657535594,-0.715398208178268,-1.4345010249076566,0.5584819294214426,1.2390971608623778,0.5553027857066327,-0.3416402464937306,1,0
87,0.5771181763006729,1.1195662495792293,-0.3962190526321903,-0.774748267569905,0.49446355065554704,-1.326274462477695,-1.6000066024612118,0.7330747225527434,1.109704008905649,0.9482019990769184,-0.759718807165621,1,0
89,-0.08996037029075064,2.0095931336041284,-1.7462645784261346,-0.7962549849905912,1.1597213657535594,-1.3873620879076378,-1.7287331627806435,1.1520974260678114,1.6919731927109274,0.08382372966229082,-1.2614130799718892,1,0
90,0.7677120467553655,1.3249570689695909,-0.3962190526321903,-0.774748267569905,1.3022766118459908,0.6896171767104141,0.40444983679851115,0.6632376053001998,0.07455879325181794,0.16240357233634795,-0.8433345192999988,1,0
93,0.5771181763006729,1.1195662495792293,-0.3962190526321903,-0.774748267569905,0.49446355065554704,-1.326274462477695,-1.6000066024612118,0.7330747225527434,1.109704008905649,0.9482019990769184,-0.759718807165621,1,0
96,-0.2805542407454432,3.0707790337876624,-2.3462848121123323,-0.5381743759423562,2.3952001652212966,-1.3873620879076378,-1.7471226713977053,0.698156163926491,1.4978834647758354,0.3195632576844622,0.1600540263125376,1,0
97,-0.08996037029075064,1.1880298560426832,-0.47122158184296503,-0.7532415501492187,0.8746108735686973,-1.6928002150573513,-1.7655121800147668,0.6283190466739474,0.20395194520854681,0.8696221564028612,-1.0941816557031336,1,0
99,0.9583059172100572,1.4961160851282256,-0.9962392863183879,-0.774748267569905,1.3497950272101344,-1.0819239607579243,-1.5264485679929651,0.9425860743102581,0.5274348251003675,0.5553027857066327,-1.2614130799718892,1,0
100,1.1488997876647506,1.9411295271406748,-0.09620893578909172,-0.7317348327285325,1.5398686886667097,-1.2040992116178095,-1.2506059387370398,0.9425860743102581,1.1744005848840118,0.712462471054747,-0.2580245343593528,1,0
101,0.6724151115280188,1.1880298560426832,-0.09620893578909172,-0.774748267569905,1.1122029503894155,-1.3873620879076378,-1.7655121800147668,0.4886448121689377,0.5921314010787334,0.3195632576844622,-0.09079311009059575,1,0
102,0.9583059172100572,1.4961160851282256,-0.9962392863183879,-0.774748267569905,1.3497950272101344,-1.0819239607579243,-1.5264485679929651,0.9425860743102581,0.5274348251003675,0.5553027857066327,-1.2614130799718892,1,0
103,0.9583059172100572,1.7015069045185862,-0.6962291694752891,-0.7317348327285325,1.2072397811177031,-1.143011586187867,-0.9747633094811147,0.7679932811789959,0.4627382491220045,-0.07333595568582345,-1.0941816557031336,1,0
104,0.10063350016394192,1.1195662495792293,-0.5462241110537398,-0.7102281153078461,0.8746108735686973,-1.570624964197466,-1.5080590593759033,0.5235633707951901,0.7215245530354623,-0.3090754837079948,-0.9269502314343766,1,0
105,0.9583059172100572,1.7015069045185862,-0.6962291694752891,-0.7317348327285325,1.2072397811177031,-1.143011586187867,-0.9747633094811147,0.7679932811789959,0.4627382491220045,-0.07333595568582345,-1.0941816557031336,1,0
107,-0.85233585210952,2.0780567400675825,-0.021206406578316975,-0.8177617024112774,1.7299423501232842,-0.9597487098980388,-0.9931528180981763,0.8378303984315008,1.5625800407541985,2.1268996391877746,-1.0105659435687544,1,0
108,0.8630089819827114,0.024148546163969175,1.6288492360587263,-0.6457079630457875,1.8724975962157155,-0.7764858336082108,-0.6989206802251895,1.0822603088153067,0.98031085694892,2.2054794818618317,-0.759718807165621,1,0
109,0.9583059172100572,3.139242640251116,1.5538467068479516,-0.7532415501492187,3.3455684725041714,0.3841790495607006,0.643513448820313,0.8378303984315008,-0.05483435870491092,1.3411012124472033,-1.0105659435687544,1,0
110,0.6724151115280188,1.5988114948234062,-0.9212367571076131,-0.7962549849905912,2.490236995949584,-1.143011586187867,-1.305774464588225,0.6632376053001998,-0.18422751066163978,3.2270174366245734,-0.8433345192999988,1,0
111,1.2441967228920965,2.0095931336041284,-1.67126204921536,-0.7102281153078461,1.5398686886667097,-1.2040992116178095,-0.18401443894746253,0.6632376053001998,-0.44301381457509753,1.1053616844250327,-0.592487382896864,1,0
112,1.2441967228920965,1.872665920677221,-1.5962595200045853,-0.7102281153078461,1.5873871040308534,-1.0208363353279815,-0.1288459130962775,0.6632376053001998,-0.44301381457509753,1.1053616844250327,-0.592487382896864,1,0
113,2.8642446217569812,-0.1127786667629385,0.953826473161754,-0.68872139788716,1.3497950272101344,-0.53213533188844,-1.3241639732052866,1.5012830123303744,0.6568279770570964,1.1839415270990898,-0.6761030950312432,1,0
114,0.6724151115280188,1.5988114948234062,-0.9212367571076131,-0.7962549849905912,2.490236995949584,-1.143011586187867,-1.305774464588225,0.6632376053001998,-0.18422751066163978,3.2270174366245734,-0.8433345192999988,1,0
115,2.1971660751655584,0.5033937914081457,-0.021206406578316975,-0.7102281153078461,1.8249791808515718,-1.0819239607579243,-1.0299318353322997,0.7330747225527434,-0.960586422402013,0.8696221564028612,-0.007177397956217968,1,0
116,1.1488997876647506,1.4618842818964985,-0.2462139942106408,-0.774748267569905,1.2072397811177031,-1.2040992116178095,-1.4345010249076566,1.1520974260678114,1.109704008905649,0.712462471054747,-0.4252559586281084,1,0
117,0.6724151115280188,1.5988114948234062,-1.446254461583036,-0.7532415501492187,1.4448318579384174,-1.4484497133375804,-1.6551751283123968,0.8727489570577532,0.98031085694892,-0.1519157983598806,-0.9269502314343766,1,0
118,1.6253844638014816,1.5303478883599524,-2.0462746952692337,-0.7102281153078461,3.20301322641174,-1.0208363353279815,-1.1402688870346698,0.593400488047695,-0.05483435870491092,0.6338826283806899,0.32728545058129466,1,0
119,-0.08996037029075064,2.4888383788483046,-1.7462645784261346,-0.7962549849905912,2.1576080884005737,-0.53213533188844,-0.5334151026716344,0.4886448121689377,0.7862211290138252,0.16240357233634795,-1.0941816557031336,1,0
121,1.6253844638014816,1.5303478883599524,-2.0462746952692337,-0.7102281153078461,3.20301322641174,-1.0208363353279815,-1.1402688870346698,0.593400488047695,-0.05483435870491092,0.6338826283806899,0.32728545058129466,1,0
122,0.1959304353912878,2.5230701820800316,-2.3462848121123323,-0.6457079630457875,1.1122029503894155,-1.6928002150573513,-1.931017757568322,1.2219345433203164,1.7566697686892931,0.005243886988233683,-1.0941816557031336,1,0
123,0.8630089819827114,2.6257655917752123,-2.3462848121123323,-0.6242012456251012,1.3497950272101344,-1.2040992116178095,-1.5448380766100267,1.0822603088153067,1.4331868887974695,0.08382372966229082,-0.8433345192999988,1,0
124,0.6724151115280188,1.1880298560426832,-1.0712418155291623,-0.8392684198319638,1.4448318579384174,-0.5932229573183826,-0.2943514906498326,0.5235633707951901,1.109704008905649,-0.3090754837079948,-0.8433345192999988,1,0
125,1.8159783342561733,2.0095931336041284,-2.0462746952692337,-0.774748267569905,4.486010441243621,-0.22669720473872643,-0.5150255940545727,1.361608777825326,-0.37831723859673166,1.4196810551212602,-0.9269502314343766,1,0
128,0.8630089819827114,1.804202314213767,-1.146244344739937,-0.7962549849905912,0.6370187967479783,-1.6928002150573513,-1.875849231717137,0.593400488047695,1.3037937368407406,3.1484375939505163,-0.007177397956217968,1,0
129,-0.9476327873368667,0.366466578481238,-1.2212468739507119,-0.7962549849905912,0.9696477042969842,-1.509537338767523,-1.820680705865952,0.34897057766392797,1.3037937368407406,0.39814310035851846,-0.9269502314343766,1,0
130,0.8630089819827114,2.8653882143973006,1.8538568236910504,-0.7532415501492187,3.155494811047596,-0.04343432844889832,0.2941127850961411,0.8029118398052484,0.1392553692301838,1.1053616844250327,-0.9269502314343766,1,0
131,-1.4241174634735978,1.1880298560426832,-1.67126204921536,-0.68872139788716,-0.12327584907832155,-0.8375734590381534,-0.34952001650101766,-0.2795634776086934,2.6624218323863924,0.8696221564028612,2.083215405403234,1,0
132,-1.4241174634735978,1.1880298560426832,-1.67126204921536,-0.68872139788716,-0.12327584907832155,-0.8375734590381534,-0.34952001650101766,-0.2795634776086934,2.6624218323863924,0.8696221564028612,2.083215405403234,1,0
133,-0.4711481112001358,1.1880298560426832,-2.2712822829015575,-0.86077513725265,0.3994267199272594,-0.8375734590381534,-1.6919541455465201,0.2442149017851319,1.1744005848840118,0.4767229430325756,-0.592487382896864,1,0
135,1.2441967228920965,2.8653882143973006,-1.5212569907938107,-0.774748267569905,1.8249791808515718,-0.8986610844680961,-1.0115423267152381,0.698156163926491,-0.18422751066163978,2.362639167209945,-0.759718807165621,1,0
136,1.1488997876647506,2.6599973950069393,-1.2212468739507119,-0.7962549849905912,1.777460765487428,-1.2651868370477524,-1.2138269215029165,0.8029118398052484,0.07455879325181794,1.9697399538396603,-0.8433345192999988,1,0
137,0.10063350016394192,0.6060892011033261,0.35380623947555634,-0.7532415501492187,1.3973134425742784,-1.0819239607579243,-1.3425534818223483,0.9425860743102581,1.6919731927109274,0.9482019990769184,-1.0941816557031336,1,0
138,0.6724151115280188,1.5988114948234062,-0.9212367571076131,-0.7317348327285325,1.3973134425742784,-0.9597487098980388,-0.23918296479864756,0.593400488047695,0.7215245530354623,0.16240357233634795,-0.8433345192999988,1,0
139,0.6724151115280188,1.5988114948234062,-0.9212367571076131,-0.7532415501492187,1.3973134425742784,-0.8375734590381534,-0.18401443894746253,0.593400488047695,0.6568279770570964,0.16240357233634795,-0.8433345192999988,1,0
140,1.2441967228920965,2.8653882143973006,-1.5212569907938107,-0.774748267569905,1.8249791808515718,-0.8986610844680961,-1.0115423267152381,0.698156163926491,-0.18422751066163978,2.362639167209945,-0.759718807165621,1,0
141,1.1488997876647506,2.6599973950069393,-1.2212468739507119,-0.7962549849905912,1.777460765487428,-1.2651868370477524,-1.2138269215029165,0.8029118398052484,0.07455879325181794,1.9697399538396603,-0.8433345192999988,1,0
142,-1.805305204382982,0.09261215262742302,-2.3462848121123323,-0.7962549849905912,-0.07575743371417776,-0.22669720473872643,-1.0115423267152381,-1.012853208760072,2.985904712278216,2.1268996391877746,2.919372526747015,1,0
143,-0.7570389168821742,0.4349301849446918,-1.7462645784261346,-0.8177617024112774,0.6845372121121222,-1.6928002150573513,-1.8022911972488902,0.31405201903763674,0.7862211290138252,0.4767229430325756,-0.9269502314343766,1,0
144,-1.805305204382982,0.09261215262742302,-2.3462848121123323,-0.7962549849905912,-0.07575743371417776,-0.22669720473872643,-1.0115423267152381,-1.012853208760072,2.985904712278216,2.1268996391877746,2.919372526747015,1,0
145,0.9583059172100572,2.351911165921398,1.7788542944802757,-0.7962549849905912,3.1079763956834485,0.07874092241098707,0.42283934541557283,0.8029118398052484,-0.31362066261836863,0.7910423137288041,-0.9269502314343766,1,0
146,-1.2335235930189052,2.4203747723848514,-2.1962797536907828,-0.7962549849905912,1.6824239347591403,-0.5932229573183826,-0.44146755958632605,-0.03513356722492634,2.0801526485811137,0.005243886988233683,-0.4252559586281084,1,0
148,-0.1852573055180965,1.1195662495792293,-1.5962595200045853,-0.68872139788716,1.0646845350252718,-1.143011586187867,-1.6183961110782734,0.4886448121689377,1.3037937368407406,0.4767229430325756,-0.2580245343593528,1,0
149,1.053602852437403,0.5033937914081457,0.953826473161754,-0.5811878107837287,1.777460765487428,-1.2040992116178095,-1.3793324990564717,1.047341750189054,2.015456072602748,0.712462471054747,-0.007177397956217968,1,0
150,0.1959304353912878,0.024148546163969175,1.1788340607940777,-0.7317348327285325,1.2072397811177031,-1.570624964197466,-1.9677967748024454,0.45372625354268525,0.7215245530354623,0.08382372966229082,-0.17440882222497353,1,0
152,0.38652430584598035,1.872665920677221,-2.1212772244800084,-0.7962549849905912,2.0625712576722908,-0.34887245559861185,-0.34952001650101766,0.17437778453262703,0.8509177049921911,0.16240357233634795,-0.3416402464937306,1,0
153,0.38652430584598035,1.872665920677221,-2.1212772244800084,-0.7962549849905912,2.0625712576722908,-0.34887245559861185,-0.34952001650101766,0.17437778453262703,0.8509177049921911,0.16240357233634795,-0.3416402464937306,1,0
154,0.0053365649365952166,0.7087846107985067,0.8038214147402044,-0.0005064404251999088,0.8746108735686973,-0.10452195387884103,0.20216524201083272,0.9775046329365105,1.3037937368407406,1.5768407404693745,-0.007177397956217968,1,0
155,0.0053365649365952166,0.7087846107985067,0.8038214147402044,-0.0005064404251999088,0.9221292889328404,-0.16560957930878373,0.18377573339377104,0.9775046329365105,1.3037937368407406,1.4982608977953173,-0.007177397956217968,1,0
